DATE,PLAYER,TEAM,PTS,REB,AST,STL,BLK,RES,LOC,VS,POS,LAT,LON
1988-01-13,Magic Johnson,LAL,27,11.0,13.0,2.0,0.0,L,AWAY,LAC,LAC,34.043056,-118.267222
1988-01-16,Michael Jordan,CHI,36,10.0,10.0,4.0,4.0,W,HOME,DET,CHI,41.880556,-87.674167
1988-01-18,Mark Jackson,NYK,11,10.0,13.0,,,W,HOME,ATL,NYK,40.750556,-73.993611
1988-01-21,Magic Johnson,LAL,18,10.0,14.0,1.0,1.0,L,AWAY,DEN,DEN,39.74892,-105.0084
1988-02-04,Magic Johnson,LAL,18,10.0,11.0,1.0,0.0,W,AWAY,LAC,LAC,34.043056,-118.267222
1988-02-10,Larry Bird,BOS,39,17.0,10.0,1.0,3.0,W,AWAY,SAS,SAS,29.426944,-98.4375
1988-02-12,Fat Lever,DEN,19,13.0,10.0,0.0,1.0,L,AWAY,POR,POR,45.531667,-122.666667
1988-02-14,Terry Porter,POR,13,10.0,13.0,2.0,0.0,L,HOME,HOU,POR,45.531667,-122.666667
1988-02-19,Magic Johnson,LAL,29,11.0,19.0,1.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
1988-02-24,Fat Lever,DEN,15,10.0,16.0,1.0,1.0,W,AWAY,UTA,UTA,40.768333,-111.901111
1988-03-02,Fat Lever,DEN,20,20.0,12.0,6.0,0.0,W,HOME,CLE,DEN,39.74892,-105.0084
1988-03-06,Magic Johnson,LAL,14,10.0,16.0,1.0,0.0,W,AWAY,DAL,DAL,32.790556,-96.810278
1988-03-07,Magic Johnson,LAL,24,11.0,17.0,3.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
1988-03-16,Kevin Johnson,PHO,14,10.0,11.0,2.0,0.0,W,AWAY,GSW,GSW,37.7503,-122.203
1988-03-25,Alvin Robertson,SAS,15,10.0,12.0,8.0,1.0,W,HOME,DET,SAS,29.426944,-98.4375
1988-03-31,Fat Lever,DEN,21,10.0,15.0,2.0,0.0,W,HOME,SAC,DEN,39.74892,-105.0084
1988-04-08,Alvin Robertson,SAS,18,13.0,10.0,0.0,0.0,L,HOME,DEN,SAS,29.426944,-98.4375
1988-04-12,Magic Johnson,LAL,23,11.0,13.0,4.0,1.0,W,HOME,POR,LAL,34.043056,-118.267222
1988-04-13,Larry Bird,BOS,26,10.0,10.0,2.0,1.0,W,HOME,MIL,BOS,42.366303,-71.062228
1988-04-13,Magic Johnson,LAL,14,11.0,10.0,0.0,0.0,L,AWAY,DEN,DEN,39.74892,-105.0084
1988-04-13,Kevin Johnson,PHO,11,13.0,11.0,4.0,0.0,W,HOME,SAS,PHO,33.445833,-112.071389
1988-04-15,Mark Jackson,NYK,25,10.0,10.0,,,L,HOME,WSB,NYK,40.750556,-73.993611
1988-04-16,Kevin Johnson,PHO,31,10.0,14.0,3.0,2.0,W,HOME,SEA,PHO,33.445833,-112.071389
1988-04-17,Fat Lever,DEN,25,19.0,13.0,0.0,0.0,W,HOME,DAL,DEN,39.74892,-105.0084
1988-04-17,Magic Johnson,LAL,19,10.0,12.0,1.0,0.0,L,AWAY,HOU,HOU,29.750833,-95.362222
1988-04-21,Hakeem Olajuwon,HOU,38,10.0,4.0,5.0,10.0,L,HOME,SAS,HOU,29.750833,-95.362222
1988-11-04,Fat Lever,DEN,27,10.0,9.0,4.0,0.0,W,HOME,HOU,DEN,39.74892,-105.0084
1988-11-22,Magic Johnson,LAL,25,12.0,13.0,6.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
1988-11-28,Magic Johnson,LAL,32,11.0,20.0,2.0,0.0,W,AWAY,PHI,PHI,39.901111,-75.171944
1988-11-29,Fat Lever,DEN,17,13.0,12.0,4.0,0.0,W,HOME,NYK,DEN,39.74892,-105.0084
1988-12-02,Magic Johnson,LAL,17,12.0,15.0,3.0,0.0,W,HOME,UTA,LAL,34.043056,-118.267222
1988-12-06,Fat Lever,DEN,15,10.0,17.0,1.0,0.0,L,AWAY,NYK,NYK,40.750556,-73.993611
1988-12-07,Magic Johnson,LAL,19,12.0,18.0,0.0,1.0,W,HOME,PHO,LAL,34.043056,-118.267222
1988-12-10,Magic Johnson,LAL,32,11.0,13.0,0.0,0.0,W,AWAY,IND,IND,39.763889,-86.155556
1988-12-13,Magic Johnson,LAL,31,12.0,13.0,1.0,1.0,W,AWAY,CLE,CLE,41.496389,-81.688056
1988-12-16,Terry Porter,POR,17,13.0,15.0,2.0,1.0,L,AWAY,PHO,PHO,33.445833,-112.071389
1988-12-17,Fat Lever,DEN,12,18.0,10.0,1.0,0.0,W,HOME,LAC,DEN,39.74892,-105.0084
1988-12-27,Terry Porter,POR,12,10.0,13.0,1.0,0.0,L,AWAY,SAC,SAC,38.580361,-121.499611
1988-12-28,Magic Johnson,LAL,26,10.0,18.0,2.0,0.0,W,HOME,PHI,LAL,34.043056,-118.267222
1989-01-03,Scottie Pippen,CHI,15,10.0,12.0,2.0,0.0,W,HOME,LAC,CHI,41.880556,-87.674167
1989-01-03,Michael Jordan,CHI,41,10.0,11.0,6.0,0.0,W,HOME,LAC,CHI,41.880556,-87.674167
1989-01-04,Clyde Drexler,POR,33,11.0,10.0,0.0,0.0,L,AWAY,LAL,LAL,34.043056,-118.267222
1989-01-13,Michael Jordan,CHI,38,12.0,11.0,3.0,0.0,W,HOME,DEN,CHI,41.880556,-87.674167
1989-01-16,Magic Johnson,LAL,17,13.0,18.0,0.0,0.0,W,HOME,HOU,LAL,34.043056,-118.267222
1989-01-16,Mark Jackson,NYK,24,10.0,12.0,,,W,HOME,SAS,NYK,40.750556,-73.993611
1989-01-21,Kevin Johnson,PHO,18,10.0,15.0,4.0,0.0,W,HOME,CHI,PHO,33.445833,-112.071389
1989-01-24,Magic Johnson,LAL,26,11.0,11.0,5.0,1.0,L,HOME,NYK,LAL,34.043056,-118.267222
1989-01-27,Magic Johnson,LAL,12,10.0,10.0,2.0,0.0,W,HOME,CHH,LAL,34.043056,-118.267222
1989-01-31,Darrell Walker,WSB,15,11.0,11.0,5.0,2.0,W,HOME,BOS,WSB,38.8982,-77.0209
1989-01-31,Michael Jordan,CHI,21,12.0,10.0,2.0,1.0,L,HOME,DET,CHI,41.880556,-87.674167
1989-01-31,Magic Johnson,LAL,17,11.0,10.0,1.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1989-02-02,Fat Lever,DEN,23,13.0,11.0,2.0,0.0,W,HOME,ATL,DEN,39.74892,-105.0084
1989-02-18,Kevin Johnson,PHO,24,10.0,12.0,1.0,0.0,W,HOME,SAC,PHO,33.445833,-112.071389
1989-02-24,Clyde Drexler,POR,18,11.0,12.0,4.0,1.0,L,AWAY,CLE,CLE,41.496389,-81.688056
1989-02-26,Fat Lever,DEN,16,12.0,16.0,2.0,1.0,W,HOME,PHI,DEN,39.74892,-105.0084
1989-02-26,Clyde Drexler,POR,26,11.0,10.0,2.0,0.0,W,AWAY,MIA,MIA,25.781389,-80.188056
1989-03-01,Charles Barkley,PHI,30,15.0,11.0,2.0,1.0,W,AWAY,SAC,SAC,38.580361,-121.499611
1989-03-02,Fat Lever,DEN,17,11.0,10.0,0.0,1.0,W,HOME,HOU,DEN,39.74892,-105.0084
1989-03-13,Michael Jordan,CHI,21,14.0,14.0,3.0,2.0,W,HOME,IND,CHI,41.880556,-87.674167
1989-03-13,Magic Johnson,LAL,19,12.0,11.0,1.0,1.0,W,HOME,HOU,LAL,34.043056,-118.267222
1989-03-17,Magic Johnson,LAL,31,12.0,13.0,2.0,2.0,W,HOME,DAL,LAL,34.043056,-118.267222
1989-03-18,Alvin Robertson,SAS,27,11.0,10.0,7.0,1.0,W,HOME,UTA,SAS,29.426944,-98.4375
1989-03-23,Magic Johnson,LAL,25,10.0,14.0,0.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
1989-03-25,Michael Jordan,CHI,21,12.0,12.0,3.0,0.0,W,AWAY,SEA,SEA,47.622,-122.354
1989-03-26,Magic Johnson,LAL,34,10.0,18.0,1.0,0.0,W,HOME,PHO,LAL,34.043056,-118.267222
1989-03-27,Fat Lever,DEN,24,11.0,12.0,2.0,0.0,L,AWAY,LAC,LAC,34.043056,-118.267222
1989-03-28,Mark Jackson,NYK,27,10.0,12.0,,,W,HOME,POR,NYK,40.750556,-73.993611
1989-03-28,Michael Jordan,CHI,33,12.0,11.0,4.0,0.0,W,HOME,GSW,CHI,41.880556,-87.674167
1989-03-29,Michael Jordan,CHI,32,10.0,10.0,2.0,1.0,W,AWAY,MIL,MIL,43.045028,-87.918167
1989-03-31,Michael Jordan,CHI,37,10.0,10.0,3.0,1.0,L,HOME,CLE,CHI,41.880556,-87.674167
1989-04-01,Magic Johnson,LAL,20,17.0,15.0,2.0,0.0,L,AWAY,DEN,DEN,39.74892,-105.0084
1989-04-02,Michael Jordan,CHI,28,14.0,12.0,2.0,2.0,W,HOME,NJN,CHI,41.880556,-87.674167
1989-04-04,Clyde Drexler,POR,25,13.0,10.0,1.0,1.0,W,HOME,DET,POR,45.531667,-122.666667
1989-04-04,Michael Jordan,CHI,33,10.0,12.0,6.0,1.0,W,HOME,CHH,CHI,41.880556,-87.674167
1989-04-06,Michael Jordan,CHI,31,13.0,10.0,2.0,0.0,L,AWAY,DET,DET,42.6969,-83.24555
1989-04-08,Alvin Robertson,SAS,19,10.0,10.0,4.0,0.0,L,HOME,IND,SAS,29.426944,-98.4375
1989-04-09,Fat Lever,DEN,26,11.0,11.0,3.0,0.0,L,AWAY,POR,POR,45.531667,-122.666667
1989-04-09,Michael Jordan,CHI,40,10.0,12.0,1.0,0.0,L,AWAY,ATL,ATL,33.757222,-84.396389
1989-04-09,Darrell Walker,WSB,20,12.0,10.0,6.0,0.0,L,HOME,NYK,WSB,38.8982,-77.0209
1989-04-11,Terry Porter,POR,10,10.0,15.0,4.0,1.0,W,HOME,LAC,POR,45.531667,-122.666667
1989-04-13,Michael Jordan,CHI,47,11.0,13.0,4.0,2.0,L,AWAY,IND,IND,39.763889,-86.155556
1989-04-14,Michael Jordan,CHI,29,10.0,12.0,3.0,2.0,L,AWAY,NJN,NJN,40.81167,-74.0675
1989-04-18,Magic Johnson,LAL,24,17.0,17.0,3.0,1.0,W,HOME,DEN,LAL,34.043056,-118.267222
1989-04-21,Michael Jordan,CHI,34,14.0,11.0,2.0,1.0,W,HOME,WSB,CHI,41.880556,-87.674167
1989-04-21,Fat Lever,DEN,15,13.0,23.0,5.0,0.0,W,AWAY,GSW,GSW,37.7503,-122.203
1989-04-23,Charles Barkley,PHI,31,16.0,11.0,4.0,2.0,W,HOME,WSB,PHI,39.901111,-75.171944
1989-11-08,Fat Lever,DEN,20,14.0,12.0,5.0,0.0,W,HOME,SAC,DEN,39.74892,-105.0084
1989-11-09,Magic Johnson,LAL,19,10.0,10.0,1.0,0.0,W,AWAY,GSW,GSW,37.7503,-122.203
1989-11-09,Fat Lever,DEN,19,14.0,10.0,2.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1989-11-10,Darrell Walker,WAS,11,14.0,12.0,2.0,0.0,W,HOME,CLE,WAS,38.8982,-77.0209
1989-11-11,Hakeem Olajuwon,HOU,24,21.0,2.0,5.0,12.0,W,HOME,UTA,HOU,29.750833,-95.362222
1989-11-15,Larry Bird,BOS,12,15.0,10.0,1.0,1.0,W,HOME,NJN,BOS,42.366303,-71.062228
1989-11-19,Magic Johnson,LAL,25,10.0,14.0,1.0,1.0,W,HOME,WAS,LAL,34.043056,-118.267222
1989-11-24,Jeff Hornacek,PHO,22,12.0,15.0,4.0,1.0,W,HOME,ORL,PHO,33.445833,-112.071389
1989-11-28,Nate McMillan,SEA,12,11.0,14.0,0.0,0.0,L,AWAY,SAS,SAS,29.426944,-98.4375
1989-12-05,Larry Bird,BOS,11,13.0,11.0,1.0,0.0,W,AWAY,CHA,CHA,35.225,-80.839167
1989-12-05,Danny Ainge,SAC,27,11.0,13.0,2.0,0.0,W,HOME,MIL,SAC,38.580361,-121.499611
1989-12-07,Magic Johnson,LAL,18,11.0,12.0,1.0,1.0,W,HOME,PHO,LAL,34.043056,-118.267222
1989-12-08,Larry Bird,BOS,24,12.0,12.0,2.0,1.0,L,HOME,DEN,BOS,42.366303,-71.062228
1989-12-13,Larry Bird,BOS,40,11.0,10.0,1.0,2.0,W,HOME,SEA,BOS,42.366303,-71.062228
1989-12-17,Hakeem Olajuwon,HOU,32,25.0,2.0,3.0,10.0,W,HOME,ORL,HOU,29.750833,-95.362222
1989-12-19,Magic Johnson,LAL,18,12.0,10.0,4.0,0.0,L,AWAY,CHI,CHI,41.880556,-87.674167
1989-12-26,Kevin Johnson,PHO,31,10.0,13.0,1.0,1.0,W,HOME,POR,PHO,33.445833,-112.071389
1989-12-27,Larry Bird,BOS,37,11.0,10.0,2.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
1989-12-30,Darrell Walker,WAS,12,12.0,13.0,4.0,0.0,L,HOME,CHI,WAS,38.8982,-77.0209
1990-01-08,Tim Hardaway,GSW,19,10.0,19.0,1.0,0.0,W,HOME,DEN,GSW,37.7503,-122.203
1990-01-12,Magic Johnson,LAL,31,11.0,11.0,1.0,0.0,W,HOME,HOU,LAL,34.043056,-118.267222
1990-01-15,Mark Price,CLE,25,11.0,12.0,1.0,0.0,W,HOME,SAS,CLE,41.496389,-81.688056
1990-01-17,Larry Bird,BOS,14,10.0,10.0,1.0,1.0,W,AWAY,ORL,ORL,28.539167,-81.383611
1990-01-21,Alvin Robertson,MIL,19,15.0,11.0,4.0,0.0,W,HOME,MIA,MIL,43.045028,-87.918167
1990-01-30,Gary Grant,LAC,22,11.0,17.0,4.0,0.0,W,HOME,LAL,LAC,34.043056,-118.267222
1990-01-30,Sam Vincent,ORL,21,11.0,17.0,0.0,0.0,W,HOME,IND,ORL,28.539167,-81.383611
1990-02-01,Alvin Robertson,MIL,16,14.0,10.0,2.0,1.0,W,HOME,ORL,MIL,43.045028,-87.918167
1990-02-02,Tim Hardaway,GSW,12,10.0,14.0,1.0,0.0,W,HOME,NJN,GSW,37.7503,-122.203
1990-02-02,David Robinson,SAS,27,15.0,3.0,2.0,11.0,W,AWAY,CHA,CHA,35.225,-80.839167
1990-02-05,Darrell Walker,WAS,15,15.0,10.0,2.0,0.0,W,HOME,GSW,WAS,38.8982,-77.0209
1990-02-06,Magic Johnson,LAL,24,10.0,15.0,3.0,0.0,W,AWAY,POR,POR,45.531667,-122.666667
1990-02-20,David Robinson,SAS,23,16.0,2.0,1.0,10.0,L,HOME,LAL,SAS,29.426944,-98.4375
1990-02-21,Magic Johnson,LAL,17,11.0,17.0,0.0,0.0,W,AWAY,DEN,DEN,39.74892,-105.0084
1990-02-23,Michael Jordan,CHI,35,10.0,10.0,1.0,0.0,W,HOME,POR,CHI,41.880556,-87.674167
1990-02-23,David Robinson,SAS,24,12.0,2.0,3.0,12.0,W,HOME,MIN,SAS,29.426944,-98.4375
1990-02-25,Fat Lever,DEN,18,12.0,12.0,3.0,0.0,L,HOME,BOS,DEN,39.74892,-105.0084
1990-03-03,Hakeem Olajuwon,HOU,29,18.0,9.0,5.0,11.0,W,HOME,GSW,HOU,29.750833,-95.362222
1990-03-07,Charles Barkley,PHI,15,12.0,11.0,2.0,1.0,W,HOME,NYK,PHI,39.901111,-75.171944
1990-03-07,Clyde Drexler,POR,39,11.0,12.0,1.0,0.0,W,AWAY,BOS,BOS,42.366303,-71.062228
1990-03-09,Darrell Walker,WAS,12,10.0,17.0,4.0,0.0,W,AWAY,BOS,BOS,42.366303,-71.062228
1990-03-09,Magic Johnson,LAL,33,13.0,16.0,3.0,0.0,W,HOME,GSW,LAL,34.043056,-118.267222
1990-03-18,Larry Bird,BOS,29,18.0,11.0,1.0,0.0,W,HOME,NJN,BOS,42.366303,-71.062228
1990-03-19,Charles Barkley,PHI,29,15.0,10.0,5.0,2.0,W,AWAY,NJN,NJN,40.81167,-74.0675
1990-03-20,Scott Skiles,ORL,23,12.0,17.0,1.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
1990-03-20,Fat Lever,DEN,17,11.0,10.0,2.0,2.0,W,HOME,LAC,DEN,39.74892,-105.0084
1990-03-21,Larry Bird,BOS,25,10.0,16.0,1.0,2.0,W,HOME,CLE,BOS,42.366303,-71.062228
1990-03-23,Kevin Johnson,PHO,13,10.0,18.0,0.0,0.0,W,HOME,MIN,PHO,33.445833,-112.071389
1990-03-24,Darrell Walker,WAS,21,11.0,10.0,2.0,1.0,L,HOME,PHI,WAS,38.8982,-77.0209
1990-03-28,Darrell Walker,WAS,10,16.0,13.0,0.0,2.0,W,HOME,DEN,WAS,38.8982,-77.0209
1990-03-29,Hakeem Olajuwon,HOU,18,16.0,10.0,1.0,11.0,W,HOME,MIL,HOU,29.750833,-95.362222
1990-03-30,Magic Johnson,LAL,25,10.0,14.0,0.0,0.0,W,HOME,POR,LAL,34.043056,-118.267222
1990-04-01,Darrell Walker,WAS,14,11.0,12.0,5.0,0.0,W,AWAY,NJN,NJN,40.81167,-74.0675
1990-04-03,Tim Hardaway,GSW,25,10.0,12.0,3.0,0.0,W,AWAY,ORL,ORL,28.539167,-81.383611
1990-04-06,Larry Bird,BOS,11,15.0,10.0,1.0,1.0,W,AWAY,CLE,CLE,41.496389,-81.688056
1990-04-13,Magic Johnson,LAL,21,10.0,13.0,0.0,0.0,W,HOME,GSW,LAL,34.043056,-118.267222
1990-04-14,Darrell Walker,WAS,11,10.0,11.0,1.0,0.0,W,HOME,CHI,WAS,38.8982,-77.0209
1990-04-15,Larry Bird,BOS,17,17.0,13.0,3.0,1.0,W,HOME,NYK,BOS,42.366303,-71.062228
1990-04-15,Magic Johnson,LAL,25,11.0,11.0,0.0,0.0,W,HOME,HOU,LAL,34.043056,-118.267222
1990-04-18,Kevin Johnson,PHO,20,11.0,17.0,2.0,0.0,L,HOME,POR,PHO,33.445833,-112.071389
1990-04-20,Fat Lever,DEN,20,22.0,11.0,2.0,0.0,L,HOME,SAS,DEN,39.74892,-105.0084
1990-04-22,Darrell Walker,WAS,11,13.0,15.0,1.0,0.0,L,HOME,IND,WAS,38.8982,-77.0209
1990-11-11,Magic Johnson,LAL,24,15.0,14.0,2.0,0.0,L,HOME,NYK,LAL,34.043056,-118.267222
1990-11-13,Darrell Walker,WAS,12,12.0,10.0,2.0,0.0,L,AWAY,CHA,CHA,35.225,-80.839167
1990-11-13,Clyde Drexler,POR,39,11.0,12.0,0.0,0.0,W,HOME,DEN,POR,45.531667,-122.666667
1990-11-13,Alvin Robertson,MIL,15,10.0,11.0,4.0,0.0,W,HOME,BOS,MIL,43.045028,-87.918167
1990-11-15,Magic Johnson,LAL,24,10.0,16.0,3.0,1.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1990-11-19,Magic Johnson,LAL,21,10.0,11.0,0.0,0.0,W,AWAY,DEN,DEN,39.74892,-105.0084
1990-11-23,Scottie Pippen,CHI,13,13.0,12.0,2.0,1.0,W,AWAY,LAC,LAC,34.043056,-118.267222
1990-11-26,Larry Bird,BOS,21,14.0,11.0,2.0,1.0,W,HOME,MIA,BOS,42.366303,-71.062228
1990-11-30,Alvin Robertson,MIL,17,10.0,15.0,3.0,0.0,W,HOME,NYK,MIL,43.045028,-87.918167
1990-12-01,Magic Johnson,LAL,25,12.0,15.0,1.0,1.0,W,AWAY,PHO,PHO,33.445833,-112.071389
1990-12-04,Magic Johnson,LAL,21,12.0,14.0,0.0,0.0,W,HOME,DET,LAL,34.043056,-118.267222
1990-12-14,Darrell Walker,WAS,22,10.0,10.0,5.0,0.0,W,HOME,HOU,WAS,38.8982,-77.0209
1990-12-20,Hakeem Olajuwon,HOU,24,16.0,4.0,2.0,11.0,W,HOME,ORL,HOU,29.750833,-95.362222
1990-12-22,Scottie Pippen,CHI,18,10.0,11.0,1.0,1.0,W,HOME,IND,CHI,41.880556,-87.674167
1990-12-23,Larry Bird,BOS,14,10.0,10.0,0.0,2.0,W,HOME,ATL,BOS,42.366303,-71.062228
1990-12-26,Alvin Robertson,MIL,25,16.0,12.0,5.0,1.0,W,HOME,GSW,MIL,43.045028,-87.918167
1990-12-28,David Robinson,SAS,27,13.0,2.0,0.0,11.0,W,HOME,SAC,SAS,29.426944,-98.4375
1990-12-30,Magic Johnson,LAL,34,13.0,13.0,2.0,0.0,W,HOME,PHI,LAL,34.043056,-118.267222
1991-01-02,Tyrone Corbin,MIN,10,13.0,10.0,2.0,1.0,W,HOME,DAL,MIN,44.9795,-93.2761
1991-01-10,David Robinson,SAS,43,12.0,3.0,4.0,10.0,W,HOME,ORL,SAS,29.426944,-98.4375
1991-01-11,Magic Johnson,LAL,27,10.0,14.0,0.0,0.0,W,HOME,CLE,LAL,34.043056,-118.267222
1991-01-12,David Robinson,SAS,22,18.0,5.0,0.0,11.0,W,HOME,UTA,SAS,29.426944,-98.4375
1991-01-15,Clyde Drexler,POR,32,10.0,11.0,3.0,3.0,W,AWAY,MIN,MIN,44.9795,-93.2761
1991-01-21,Darrell Walker,WAS,10,15.0,13.0,0.0,0.0,W,HOME,ORL,WAS,38.8982,-77.0209
1991-01-23,Darrell Walker,WAS,12,10.0,13.0,2.0,0.0,W,HOME,ATL,WAS,38.8982,-77.0209
1991-01-31,Michael Adams,DEN,45,11.0,12.0,4.0,0.0,W,HOME,NJN,DEN,39.74892,-105.0084
1991-02-15,Larry Bird,BOS,11,11.0,11.0,2.0,0.0,W,AWAY,LAL,LAL,34.043056,-118.267222
1991-02-19,Magic Johnson,LAL,18,10.0,17.0,0.0,0.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1991-02-21,Magic Johnson,LAL,21,10.0,12.0,0.0,1.0,W,AWAY,DAL,DAL,32.790556,-96.810278
1991-02-23,Gary Payton,SEA,18,10.0,11.0,5.0,0.0,L,HOME,PHO,SEA,47.622,-122.354
1991-02-26,Clyde Drexler,POR,11,14.0,11.0,1.0,0.0,L,AWAY,SAS,SAS,29.426944,-98.4375
1991-03-05,Reggie Miller,IND,22,10.0,10.0,2.0,0.0,W,HOME,CHA,IND,39.763889,-86.155556
1991-03-12,Magic Johnson,LAL,21,11.0,14.0,2.0,0.0,W,AWAY,MIA,MIA,25.781389,-80.188056
1991-03-20,Clyde Drexler,POR,20,13.0,10.0,1.0,0.0,W,AWAY,LAC,LAC,34.043056,-118.267222
1991-03-25,Magic Johnson,LAL,19,12.0,14.0,2.0,0.0,W,AWAY,SAC,SAC,38.580361,-121.499611
1991-03-26,Detlef Schrempf,IND,16,11.0,12.0,0.0,0.0,W,HOME,ATL,IND,39.763889,-86.155556
1991-03-29,Magic Johnson,LAL,23,10.0,12.0,0.0,0.0,L,HOME,POR,LAL,34.043056,-118.267222
1991-04-02,Magic Johnson,LAL,30,12.0,10.0,2.0,1.0,W,AWAY,SAS,SAS,29.426944,-98.4375
1991-04-04,Scottie Pippen,CHI,20,10.0,12.0,4.0,0.0,W,AWAY,NYK,NYK,40.750556,-73.993611
1991-04-12,Mark Jackson,NYK,26,10.0,11.0,1.0,0.0,W,HOME,IND,NYK,40.750556,-73.993611
1991-04-16,John Williams,WAS,22,10.0,12.0,1.0,0.0,W,HOME,MIL,WAS,38.8982,-77.0209
1991-04-21,Chris Morris,NJN,17,14.0,10.0,1.0,1.0,L,AWAY,ORL,ORL,28.539167,-81.383611
1991-11-22,Mark Jackson,NYK,12,10.0,13.0,0.0,0.0,W,AWAY,DET,DET,42.6969,-83.24555
1991-11-26,Lionel Simmons,SAC,10,14.0,10.0,2.0,7.0,W,HOME,PHO,SAC,38.580361,-121.499611
1991-11-29,Jeff Hornacek,PHO,31,10.0,14.0,2.0,0.0,W,HOME,CHA,PHO,33.445833,-112.071389
1991-12-04,Scottie Pippen,CHI,28,15.0,10.0,1.0,2.0,W,HOME,CLE,CHI,41.880556,-87.674167
1991-12-06,Michael Jordan,CHI,19,11.0,10.0,1.0,0.0,W,HOME,CHA,CHI,41.880556,-87.674167
1991-12-17,Willie Anderson,SAS,18,12.0,10.0,1.0,0.0,W,AWAY,DAL,DAL,32.790556,-96.810278
1991-12-21,Gary Payton,SEA,17,11.0,12.0,1.0,0.0,W,HOME,GSW,SEA,47.622,-122.354
1991-12-27,Derrick Coleman,NJN,19,12.0,11.0,1.0,1.0,W,AWAY,CHA,CHA,35.225,-80.839167
1992-01-02,Mitch Richmond,SAC,29,10.0,10.0,4.0,1.0,W,HOME,PHI,SAC,38.580361,-121.499611
1992-01-08,Detlef Schrempf,IND,10,17.0,10.0,0.0,0.0,L,HOME,LAC,IND,39.763889,-86.155556
1992-01-14,Otis Thorpe,HOU,16,13.0,10.0,3.0,0.0,W,HOME,DEN,HOU,29.750833,-95.362222
1992-01-16,Tim Hardaway,GSW,27,10.0,10.0,0.0,1.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1992-01-24,Nick Anderson,ORL,32,12.0,10.0,1.0,1.0,W,HOME,DAL,ORL,28.539167,-81.383611
1992-01-31,Micheal Williams,IND,19,11.0,10.0,3.0,0.0,W,HOME,ATL,IND,39.763889,-86.155556
1992-02-04,David Robinson,SAS,23,14.0,3.0,1.0,11.0,W,HOME,POR,SAS,29.426944,-98.4375
1992-02-14,Kevin Johnson,PHO,16,10.0,12.0,1.0,0.0,L,AWAY,LAC,LAC,34.043056,-118.267222
1992-02-21,Michael Jordan,CHI,33,10.0,14.0,4.0,0.0,W,AWAY,ATL,ATL,33.757222,-84.396389
1992-03-14,David Robinson,SAS,27,12.0,11.0,3.0,3.0,W,HOME,UTA,SAS,29.426944,-98.4375
1992-03-15,Larry Bird,BOS,49,14.0,12.0,4.0,1.0,W,HOME,POR,BOS,42.366303,-71.062228
1992-03-24,Brad Daugherty,CLE,32,11.0,11.0,2.0,1.0,W,HOME,IND,CLE,41.496389,-81.688056
1992-03-31,Gary Payton,SEA,15,10.0,13.0,4.0,0.0,W,HOME,UTA,SEA,47.622,-122.354
1992-04-01,Scottie Pippen,CHI,18,10.0,12.0,1.0,2.0,W,HOME,CHA,CHI,41.880556,-87.674167
1992-04-09,Larry Nance,CLE,26,10.0,14.0,1.0,2.0,W,HOME,CHA,CLE,41.496389,-81.688056
1992-04-11,Rodney McCray,DAL,13,13.0,11.0,0.0,1.0,W,AWAY,HOU,HOU,29.750833,-95.362222
1992-04-17,Ron Harper,LAC,28,11.0,10.0,1.0,1.0,L,AWAY,GSW,GSW,37.7503,-122.203
1992-11-06,Scottie Pippen,CHI,22,10.0,10.0,0.0,0.0,W,AWAY,CLE,CLE,41.496389,-81.688056
1992-11-11,Scottie Pippen,CHI,16,12.0,10.0,2.0,0.0,W,HOME,DET,CHI,41.880556,-87.674167
1992-11-12,Scott Skiles,ORL,14,12.0,11.0,1.0,0.0,W,HOME,WAS,ORL,28.539167,-81.383611
1992-11-22,Rod Strickland,POR,11,10.0,13.0,2.0,0.0,W,HOME,DET,POR,45.531667,-122.666667
1992-11-28,Pooh Richardson,IND,14,10.0,11.0,2.0,0.0,W,AWAY,CHA,CHA,35.225,-80.839167
1992-12-05,Tom Gugliotta,WAS,19,12.0,11.0,5.0,0.0,L,HOME,IND,WAS,38.8982,-77.0209
1992-12-08,Mark Jackson,LAC,16,10.0,10.0,2.0,0.0,W,AWAY,CLE,CLE,41.496389,-81.688056
1992-12-09,Michael Jordan,CHI,28,11.0,10.0,4.0,2.0,W,HOME,CLE,CHI,41.880556,-87.674167
1992-12-09,Charles Barkley,PHO,23,12.0,10.0,2.0,1.0,W,AWAY,CHA,CHA,35.225,-80.839167
1992-12-10,Detlef Schrempf,IND,25,12.0,14.0,1.0,1.0,W,AWAY,SAC,SAC,38.580361,-121.499611
1992-12-10,Kenny Anderson,NJN,26,10.0,12.0,2.0,1.0,W,HOME,LAC,NJN,40.81167,-74.0675
